id,naam,dgl_loc,lengte,wegtype,meetgeg,ref_begin,ref_eind,ref_loc,length_km,geometry_wkt,sensor_uri,sensor_type,centroid_lon,centroid_lat
4778,0020vwh0644rb0,RWS01_MONIBAS_0020vwh0644rb0,566.0,H,4,14332,14333,14334,0.566948440118389,"LINESTRING (5.06832750139162 52.060110603952154, 5.068440701391742 52.060250203952265, 5.06874960139208 52.06092580395267, 5.068941801392292 52.0613180039529, 5.06914460139251 52.061682303953106, 5.069333901392715 52.061952003953294, 5.069514601392904 52.06215900395343, 5.0697031013931 52.062335503953534, 5.069929701393334 52.06251080395365, 5.070096701393511 52.062625103953714, 5.070385301393807 52.06279250395381, 5.070425301393847 52.06281570395382, 5.070669101394098 52.0629342039539, 5.07091680139435 52.06303330395393, 5.071372101394814 52.06319270395403, 5.072525201395988 52.06357320395428, 5.072924301396394 52.063697103954354, 5.073317501396794 52.06381360395442)",sensor:meetvak_93,MeasurementSection,5.0704564425203715,52.06240787678973
4777,0121hrr0566ra0,RWS01_MONIBAS_0121hrr0566ra0,350.0,H,4,14329,14330,14331,0.3509381905842755,"LINESTRING (5.058526578632812 52.068304710051265, 5.059749401383362 52.0680319039571, 5.060953301384558 52.06776200395696, 5.062142201385739 52.067483103956775, 5.063316726432886 52.06719455882226)",sensor:meetvak_94,MeasurementSection,5.060924231555626,52.06776067214947
4776,0040vwh0007ra0,RWS01_MONIBAS_0040vwh0007ra0,384.0,H,4,14326,14327,14328,0.38475526318897657,"LINESTRING (4.835787728779895 52.337588046265864, 4.835972201171728 52.3375422041213, 4.836213401171965 52.337482304121245, 4.83666330117241 52.337381004121184, 4.837009801172754 52.33731070412113, 4.837220101172962 52.33727480412112, 4.837514601173257 52.337235804121136, 4.837698101173437 52.33721700412107, 4.837906501173644 52.337199804121084, 4.838158001173896 52.3371879041211, 4.838392801174131 52.33718750412107, 4.838577201174314 52.33719440412107, 4.838782501174521 52.33720940412107, 4.839088101174826 52.33724550412109, 4.839296001175037 52.33728000412111, 4.839500001175243 52.337320304121164, 4.839789001175536 52.33739550412119, 4.840229301175986 52.33755070412127, 4.840430301176188 52.3376368041213, 4.840819201176588 52.33783850412145, 4.84096431746779 52.337947242305354)",sensor:meetvak_95,MeasurementSection,4.8384186098241475,52.33738772013877
4775,0071hrl0318ra0,RWS01_MONIBAS_0071hrl0318ra0,650.0,H,4,14323,14324,14325,0.6509755860872707,"LINESTRING (5.036712905517434 52.65041840827148, 5.0364254 52.6498936, 5.0362323 52.649585, 5.0359372 52.6491781, 5.0355784 52.6487182, 5.0352761 52.6483275, 5.03445 52.64734, 5.0337135 52.6465997, 5.0332292 52.646166, 5.0329675 52.6459421, 5.0324266 52.6454965, 5.032156283104157 52.64530129907204)",sensor:meetvak_96,MeasurementSection,5.034611767186284,52.647703336065696
4774,0671hrl0652ra0,RWS01_MONIBAS_0671hrl0652ra0,3750.0,H,4,14320,14321,14322,3.750494030628023,"LINESTRING (6.078889471179397 51.39433491962072, 6.0780576 51.3942455, 6.0774298 51.3941619, 6.0768915 51.3940903, 6.07605 51.3939595, 6.0744434 51.393669, 6.0733189 51.3934085, 6.0723127 51.3931639, 6.0715332 51.3929644, 6.0684577 51.3921773, 6.0570819 51.3892638, 6.0501688 51.387491, 6.0432006 51.3857074, 6.0358686 51.3838529, 6.0319523 51.3829556, 6.029613 51.382456, 6.028643997960055 51.382260213027465)",sensor:meetvak_97,MeasurementSection,6.0537485555688635,51.38840816203334
4773,0501hrl1864ra0,RWS01_MONIBAS_0501hrl1864ra0,600.0,H,4,14317,14318,14319,0.6009969352963984,"LINESTRING (5.936646228327147 52.05055814971185, 5.9357781022611 52.048467403930374, 5.934985002260247 52.04655780392923, 5.934473556156208 52.045325127949326)",sensor:meetvak_98,MeasurementSection,5.93555977852427,52.047941686027954
4772,0201hrl0295ra0,RWS01_MONIBAS_0201hrl0295ra0,410.0,H,4,14314,14315,14316,0.41015282048670637,"LINESTRING (4.444824048979007 51.93383335455563, 4.444313600758608 51.93363080387301, 4.442650900756897 51.93286250387253, 4.44089740075509 51.93205010387199, 4.440392800754572 51.93184250387184, 4.44011560075429 51.93173940387176, 4.439974028046793 51.9316931701097)",sensor:meetvak_99,MeasurementSection,4.442403944132635,51.93275100104191
4771,0151hrr0257ra0,RWS01_MONIBAS_0151hrr0257ra0,3147.0,H,4,14311,14312,14313,3.147438825623378,"LINESTRING (4.098210179290399 51.9320514407417, 4.0985906 51.9320041, 4.0990991 51.9319584, 4.099483 51.9319322, 4.0998226 51.9319235, 4.1000932 51.9319234, 4.1003442 51.9319334, 4.1005621 51.9319479, 4.1010582 51.9319979, 4.1013865 51.9320456, 4.1018845 51.9321433, 4.1022675 51.9322364, 4.1025688 51.9323239, 4.1026933 51.9323643, 4.1029235 51.9324466, 4.1030786 51.9325103, 4.1035011 51.9326827, 4.1039125 51.9328795, 4.1041714 51.9330139, 4.1044273 51.933161, 4.1046729 51.9333156, 4.1049083 51.933479, 4.1051222 51.9336449, 4.1053514 51.9338387, 4.1054191 51.9339007, 4.1057126 51.9342084, 4.105945 51.9344999, 4.1061302 51.9347883, 4.1062469 51.9350028, 4.1063789 51.9353101, 4.1066158 51.9359509, 4.1067545 51.9363195, 4.1074967 51.9383924, 4.107722 51.938812, 4.1078874 51.9390419, 4.1079719 51.9391347, 4.1082841 51.9394357, 4.1086763 51.939739, 4.1091259 51.9399919, 4.1092869 51.9400011, 4.1095819 51.940119, 4.1098753 51.9402033, 4.110257 51.9403021, 4.1106229 51.94038, 4.1109523 51.9404234, 4.111373 51.9404425, 4.1116776 51.9404396, 4.1119615 51.9404211, 4.1122938 51.9403856, 4.1127195 51.9403069, 4.1132515 51.9401787, 4.1135276 51.9400973, 4.1135498 51.9400915, 4.1137093 51.9400448, 4.1137365 51.9400386, 4.1138568 51.9402023, 4.1142177 51.9407235, 4.1142813 51.9408398, 4.1143479 51.9409112, 4.1146156 51.941297, 4.1147471 51.9414557, 4.114949 51.9416781, 4.1150848 51.9418379, 4.1152092 51.9420018, 4.1152718 51.9421048, 4.1149658 51.942144, 4.1149036 51.9420339, 4.1148619 51.9419369, 4.114714 51.941716, 4.1145962 51.9415314, 4.1142481 51.9412337, 4.1141988 51.9411852, 4.1141639 51.9411474, 4.114047 51.9409889, 4.1139824 51.9409082, 4.1139178 51.9408576, 4.1138606 51.9408288, 4.1137731 51.9408096, 4.1137196 51.9408025, 4.1136591 51.9408016, 4.1136163 51.9408044, 4.1135482 51.9408121, 4.1132979 51.9408529, 4.1130723 51.9408829, 4.1128126 51.94091, 4.112587 51.9409267, 4.1123373 51.9409339, 4.1121465 51.9409299, 4.1119711 51.9409205, 4.1117207 51.9408926, 4.1114555 51.940852, 4.1111164 51.9407851, 4.1109538 51.940753, 4.109896 51.9404637, 4.109542 51.9403516, 4.1091443 51.9402035, 4.1088687 51.9400796, 4.1086056 51.939948, 4.1082452 51.9397373, 4.1078764 51.9394742, 4.1076159 51.9392328, 4.1073981 51.938947, 4.1073786 51.9389131, 4.1073062 51.9387886, 4.1072383 51.938647, 4.1071513 51.9384119, 4.1070258 51.9380541, 4.1069035 51.9377057, 4.1064289 51.9363529, 4.1062794 51.9360153, 4.1059264 51.9352691, 4.1058162 51.9350409, 4.1056202 51.9346981, 4.1055287 51.9345597, 4.105373694226609 51.93435180537043)",sensor:meetvak_100,MeasurementSection,4.108080021802044,51.93762625926906
4770,0040vwm0728ra0,RWS01_MONIBAS_0040vwm0728ra0,531.0,H,4,14308,14309,14310,0.5317989940596224,"LINESTRING (4.370166083047915 51.90061129081603, 4.370223400682385 51.900454003851465, 4.370264600682421 51.90034650385136, 4.370306800682458 51.90024050385134, 4.370351400682496 51.900135203851264, 4.370396800682534 51.9000299038512, 4.370492300682622 51.89982280385104, 4.370543200682667 51.89971660385099, 4.370648500682761 51.899508103850856, 4.370819600682918 51.89919750385067, 4.37094280068303 51.89899280385056, 4.371004800683088 51.89889290385047, 4.371137200683208 51.89868810385036, 4.371274000683335 51.89848720385021, 4.371342900683399 51.898389303850145, 4.371534600683578 51.89812670384998, 4.371723400683755 51.89789150384983, 4.371884200683907 51.89769730384973, 4.371967300683983 51.897599403849654, 4.372139700684146 51.8974061038495, 4.372228400684231 51.89730850384949, 4.372318700684316 51.89721440384942, 4.372498900684486 51.8970279038493, 4.372594100684576 51.89693210384921, 4.37278690068476 51.89674620384914, 4.372981200684948 51.89656390384903, 4.373181200685138 51.89638490384889, 4.373303495069656 51.89628001231953)",sensor:meetvak_101,MeasurementSection,4.371544701960684,51.89831099287098
4769,0150vwn0951ra0,RWS01_MONIBAS_0150vwn0951ra0,512.0,H,4,14305,14306,14307,0.5121470072065818,"LINESTRING (4.941897175673495 51.84389186655525, 4.941721701254617 51.843820303816976, 4.940250201253106 51.843192403816566, 4.936972601249742 51.84181070381572, 4.936080701248826 51.84144510381548, 4.935746461114043 51.841308306428765)",sensor:meetvak_102,MeasurementSection,4.938824422961314,51.842593868306345
5818,0351hrl0539ra0,RWS01_MONIBAS_0351hrl0539ra0,1126.0,H,4,17452,17453,17454,1.1260430439087792,"LINESTRING (6.723228647023872 52.297177821557, 6.7201228 52.2992388, 6.7187867 52.3001155, 6.7181626 52.300526, 6.7163887 52.3016928, 6.7142645 52.3029849, 6.7125467 52.3039422, 6.711670717953601 52.30439192007321)",sensor:meetvak_103,MeasurementSection,6.717512917139505,52.3008897549508
4768,0671hrr0246ra0,RWS01_MONIBAS_0671hrr0246ra0,704.0,H,4,14302,14303,14304,0.7048645734302977,"LINESTRING (5.519890003597877 51.40489392666713, 5.5233024 51.4048908, 5.5258096 51.4048874, 5.530020002234428 51.404881630661876)",sensor:meetvak_104,MeasurementSection,5.5249550035053145,51.404888293729364
4767,0021hrl0677ra0,RWS01_MONIBAS_0021hrl0677ra0,321.0,H,4,14299,14300,14301,0.32187463210744455,"LINESTRING (5.06401000138602 52.03138840393436, 5.064053901386123 52.03277740393524, 5.064108001386245 52.0342808039362)",sensor:meetvak_105,MeasurementSection,5.064057422216613,52.03283465730351
4766,0071hrl2220ra0,RWS01_MONIBAS_0071hrl2220ra0,3818.0,H,4,14296,14297,14298,3.818924202220714,"LINESTRING (6.865469421759904 53.168863283624, 6.8627108 53.1687432, 6.85781 53.16854, 6.8551495 53.1684237, 6.8497523 53.1682052, 6.84421 53.16798, 6.8423217 53.1678982, 6.8404376 53.1678278, 6.8382798 53.1677548, 6.8354069 53.1676762, 6.8323619 53.1676175, 6.82939 53.16758, 6.8213284 53.1676087, 6.8180152 53.1676553, 6.8178197 53.1676581, 6.8148308 53.1676881, 6.81262 53.16774, 6.80932 53.16779, 6.8089047 53.16779, 6.808440135467967 53.16779276454513)",sensor:meetvak_106,MeasurementSection,6.836960311734461,53.16796187394234
4765,0201hrl0272ra0,RWS01_MONIBAS_0201hrl0272ra0,555.0,H,4,14293,14294,14295,0.5556497913404753,"LINESTRING (4.416673832032024 51.92280306772096, 4.416203400729787 51.92273690386593, 4.415373700728948 51.922666803865894, 4.414981200728551 51.92264910386586, 4.414534000728102 51.92263490386587, 4.414028000727593 51.92264910386586, 4.41354450072711 51.922676703865854, 4.41299560072656 51.92273510386591, 4.412520700726089 51.92279880386593, 4.412154200725724 51.922860303865974, 4.41170860072528 51.922949403866035, 4.411237200724813 51.923056603866094, 4.411096300724672 51.923092003866095, 4.41073950072432 51.92318840386615, 4.410414700723999 51.92330070386622, 4.409872700723466 51.923491703866375, 4.409403000723004 51.92368370386647, 4.409056475745805 51.92384133227098)",sensor:meetvak_107,MeasurementSection,4.412812625700033,51.922947074491255
4764,0271hrl0284ra0,RWS01_MONIBAS_0271hrl0284ra0,627.0,H,4,14290,14291,14292,0.6270729096256247,"LINESTRING (4.927645157028685 51.77273239918256, 4.9276837 51.7721676, 4.9276993 51.7718584, 4.9277176 51.7715641, 4.9277468 51.7711118, 4.9278995 51.7687486, 4.9279159 51.7684924, 4.9279346 51.7677308, 4.927906574848777 51.767099708028084)",sensor:meetvak_108,MeasurementSection,4.9278152427245265,51.76991675072549
4763,0121hrr0915ra0,RWS01_MONIBAS_0121hrr0915ra0,444.0,H,4,14287,14288,14289,0.44492649073266005,"LINESTRING (5.552810096875333 52.042445213762754, 5.5549367 52.0424057, 5.5555913 52.0423834, 5.5564477 52.0423535, 5.5583662 52.042263, 5.55928073135984 52.04220074347671)",sensor:meetvak_109,MeasurementSection,5.556046599566513,52.042352627426915
4762,0151hrl1533ra0,RWS01_MONIBAS_0151hrl1533ra0,627.0,H,4,14284,14285,14286,0.6270595713830719,"LINESTRING (5.750185268209259 51.915084270176386, 5.74964160207022 51.915207103851685, 5.74910850206969 51.915322503851776, 5.748146902068727 51.91551140385192, 5.747352602067934 51.91565090385198, 5.746574902067161 51.9157741038521, 5.746233302066816 51.91582150385212, 5.745866502066451 51.915873303852166, 5.744734102065319 51.91600890385235, 5.743699902064286 51.916108203852374, 5.741807702062387 51.916224603852505, 5.741303331246767 51.91624105116397)",sensor:meetvak_110,MeasurementSection,5.745763443758818,51.91580914209669
4761,0041hrl0363ra1,RWS01_MONIBAS_0041hrl0363ra1,599.0,H,4,14281,14282,14283,0.599603726350787,"LINESTRING (4.476885738553043 52.12228349714778, 4.4784604 52.1232186, 4.4792548 52.1235914, 4.4807562 52.1243841, 4.481481 52.1247731, 4.4817535 52.1249213, 4.4826527 52.1254046, 4.483469226314792 52.12583147988778)",sensor:meetvak_111,MeasurementSection,4.480165269498457,52.12407839592853
4760,0281hrl0509ra0,RWS01_MONIBAS_0281hrl0509ra0,4478.0,H,4,14278,14279,14280,4.478125204365015,"LINESTRING (5.616199141720541 52.33037164043079, 5.6133847 52.3306606, 5.6114742 52.3308577, 5.6102737 52.3309835, 5.6084414 52.3311694, 5.6064832 52.3313671, 5.602913 52.3317247, 5.6022764 52.3317662, 5.6011449 52.3318247, 5.5997395 52.3318692, 5.5985673 52.3318712, 5.5977114 52.3318473, 5.5969679 52.3318169, 5.5961658 52.3317669, 5.5957906 52.3317459, 5.5951863 52.3316984, 5.593935 52.3315822, 5.5925728 52.3314063, 5.5920483 52.3313287, 5.5911452 52.3311776, 5.5902462 52.3310135, 5.5892783 52.3308088, 5.5887666 52.3306931, 5.5878192 52.3304589, 5.5870266 52.3302466, 5.5862092 52.3300073, 5.585483 52.3297762, 5.5846931 52.3295098, 5.5838566 52.3292058, 5.5830643 52.3288943, 5.5825017 52.3286587, 5.5820484 52.3284624, 5.5809841 52.3279549, 5.5802349 52.3275854, 5.5788739 52.3268348, 5.5779113 52.3262331, 5.5772166 52.32575, 5.5767213 52.3254056, 5.5760804 52.3249138, 5.575104 52.3241609, 5.5712716 52.3205147, 5.5682783 52.3175556, 5.5675078 52.3167939, 5.5662714 52.3155408, 5.564424106508449 52.31361645829833)",sensor:meetvak_112,MeasurementSection,5.5884848986701146,52.32722045280615
4759,0271hrr0175ra0,RWS01_MONIBAS_0271hrr0175ra0,360.0,H,4,14275,14276,14277,0.36074865471974965,"LINESTRING (4.882148717796622 51.68156349561259, 4.8822817 51.6819927, 4.8825402 51.6828055, 4.8826997 51.6833483, 4.8828737 51.6839021, 4.8830993 51.6846286, 4.883136111421797 51.68474740200099)",sensor:meetvak_113,MeasurementSection,4.882643175538334,51.68315520634445
4758,0151hrl1548ra0,RWS01_MONIBAS_0151hrl1548ra0,503.0,H,4,14272,14273,14274,0.5030294653903046,"LINESTRING (5.768337586848949 51.90802744482176, 5.76550970208595 51.909211603847545, 5.764440702084891 51.909663603847854, 5.762296988372662 51.91057386673893)",sensor:meetvak_114,MeasurementSection,5.765315744610642,51.90929699615204
4757,0071hrl1939ra0,RWS01_MONIBAS_0071hrl1939ra0,403.0,H,4,14269,14270,14271,0.4035553014701363,"LINESTRING (6.518696928216546 53.19792627904474, 6.5183587 53.198002, 6.5169609 53.1983385, 6.5159723 53.198588, 6.5157743 53.1986383, 6.5156303 53.1986765, 6.5143799 53.1990172, 6.514076 53.199097, 6.513152995556554 53.19936049329185)",sensor:meetvak_115,MeasurementSection,6.515918294705779,53.19861756654393
4756,0271hrr0271ra0,RWS01_MONIBAS_0271hrr0271ra0,600.0,H,4,14266,14267,14268,0.6009875740502,"LINESTRING (4.926982424614843 51.76039905599793, 4.92712700123615 51.761184203763975, 4.927382901236475 51.76262580376495, 4.927922939332038 51.76576931573957)",sensor:meetvak_116,MeasurementSection,4.9274584504614145,51.7630831651123
4755,0270vwf0016ra0,RWS01_MONIBAS_0270vwf0016ra0,357.0,H,4,14263,14264,14265,0.35736099530813165,"LINESTRING (4.823802156953032 51.55125072200688, 4.8239142 51.550916, 4.8239637 51.5505369, 4.8239737 51.5503457, 4.8239562 51.5502043, 4.823937 51.5499875, 4.8238677 51.5496561, 4.8237545 51.549352, 4.8235434 51.5489741, 4.8233157 51.5486599, 4.8231167 51.548455, 4.822840394046003 51.54819879066301)",sensor:meetvak_117,MeasurementSection,4.8236585041234425,51.549627064197175
4754,0011hrl1241ra0,RWS01_MONIBAS_0011hrl1241ra0,539.0,H,4,14260,14261,14262,0.5391744137301022,"LINESTRING (6.459646508609849 52.2642809919956, 6.457210902786527 52.26323560404386, 6.455172902784487 52.26237660404344, 6.453173702782483 52.26150480404299)",sensor:meetvak_118,MeasurementSection,6.456408566040198,52.26289644930704
4753,0040vwn0357ra0,RWS01_MONIBAS_0040vwn0357ra0,292.0,H,4,14257,14258,14259,0.2922017098101078,"LINESTRING (4.483602816187711 52.125901240941985, 4.484639100809353 52.12643550399307, 4.48558980081033 52.126913203993375, 4.486429600811199 52.12732910399364, 4.486909722179849 52.127560689829636)",sensor:meetvak_119,MeasurementSection,4.485252199311563,52.12673909174362
5817,0161hrl0340ra0,RWS01_MONIBAS_0161hrl0340ra0,404.0,H,4,17449,17450,17451,0.4049928419873642,"LINESTRING (4.647968735088032 51.80948111147409, 4.6478058 51.8096092, 4.6470234 51.8101372, 4.646259 51.8105708, 4.6456753 51.8108668, 4.645258 51.8110586, 4.6448036 51.8112385, 4.644432 51.8113744, 4.6438764 51.811554, 4.643382217290413 51.81169762900623)",sensor:meetvak_120,MeasurementSection,4.645747407473842,51.81073725053638
4752,0501hrr2017ra0,RWS01_MONIBAS_0501hrr2017ra0,587.0,H,4,14254,14255,14256,0.5871802929366942,"LINESTRING (6.026102359615784 52.1684541467781, 6.026174902355024 52.168588504001505, 6.026686102355564 52.16964140400212, 6.0273784023563 52.171223004003075, 6.027697302356646 52.1721289040036, 6.027912302356882 52.172906404004095, 6.028079302357067 52.17358230400449)",sensor:meetvak_121,MeasurementSection,6.027202555291883,52.17097658758149
4751,0150vwy0538ra0,RWS01_MONIBAS_0150vwy0538ra0,723.0,H,4,14251,14252,14253,0.7239675864924898,"LINESTRING (4.433733056813787 51.87020139169713, 4.433726700744601 51.87020320383281, 4.433468900744345 51.870266703832854, 4.433216400744096 51.87032120383287, 4.433014200743894 51.87036480383288, 4.432793300743675 51.870407103832896, 4.43263880074352 51.87043200383296, 4.432502100743381 51.870452903832955, 4.430996000741879 51.87063460383306, 4.430779200741663 51.87065950383307, 4.430516300741401 51.870696103833126, 4.430242400741127 51.870739603833115, 4.430012300740898 51.87078030383312, 4.429740700740627 51.87083540383317, 4.429453100740341 51.87089250383321, 4.428502100739394 51.87108970383333, 4.427187200738088 51.87134590383353, 4.424851200735762 51.87180000383374, 4.423643285626841 51.871999070611935)",sensor:meetvak_122,MeasurementSection,4.428686020503328,51.87108123322202
4750,0221hrl0130ra0,RWS01_MONIBAS_0221hrl0130ra0,191.0,H,4,14248,14249,14250,0.1915806057122894,"LINESTRING (4.652089800995005 52.47185340420002, 4.652013400994923 52.47168650419992, 4.651851700994734 52.471204904199666, 4.651815400994692 52.47105750419957, 4.651771100994635 52.470836904199444, 4.65175310099461 52.47073260419936, 4.651739800994593 52.47062370419931, 4.651722400994567 52.47043280419919, 4.651706100994534 52.47015270419903)",sensor:meetvak_123,MeasurementSection,4.651839826680185,52.47101642106765
4749,0160vwy0222ra0,RWS01_MONIBAS_0160vwy0222ra0,606.0,H,4,14245,14246,14247,0.6060886583908773,"LINESTRING (4.555566219166672 51.895627049939016, 4.554358900867261 51.89607200384994, 4.55330540086622 51.89644940385019, 4.552199800865129 51.89682720385042, 4.551570500864507 51.89703410385056, 4.55056220086351 51.89736400385077, 4.549809000862767 51.89762340385093, 4.549259900862225 51.89785580385108, 4.54878610086176 51.89808670385123, 4.54836490086135 51.89831350385137, 4.548102203765928 51.8984812777455)",sensor:meetvak_124,MeasurementSection,4.551797460020343,51.896973885680914
4748,0200vwu0236ra0,RWS01_MONIBAS_0200vwu0236ra0,405.0,H,4,14242,14243,14244,0.4050682548140786,"LINESTRING (4.367504465631371 51.92713780202793, 4.3673244 51.9272195, 4.3670911 51.9273126, 4.3668008 51.927403, 4.3664723 51.9274842, 4.3662104 51.9275298, 4.3659534 51.9275627, 4.3657776 51.9275765, 4.3655953 51.927585, 4.3654495 51.9275835, 4.3652783 51.92758, 4.3650824 51.9275714, 4.3648444 51.9275546, 4.3646397 51.9275317, 4.3644307 51.9274976, 4.3642417 51.9274552, 4.3640901 51.9274175, 4.363938 51.9273701, 4.363794 51.9273215, 4.3636416 51.9272616, 4.3634996 51.9272015, 4.3633511 51.9271295, 4.363229 51.927063, 4.363114 51.9269955, 4.3630038 51.9269215, 4.3628936 51.9268402, 4.362778 51.9267502, 4.3626787 51.926656, 4.3625847 51.9265593, 4.3625189 51.9264784, 4.362501265423257 51.92645301423661)",sensor:meetvak_125,MeasurementSection,4.364912238824137,51.92731357630449
4747,0201hrl0298ra0,RWS01_MONIBAS_0201hrl0298ra0,300.0,H,4,14239,14240,14241,0.30011181988298236,"LINESTRING (4.448817600763199 51.93489510387383, 4.448497400762873 51.93483710387379, 4.448160200762533 51.93477620387374, 4.447578900761942 51.93465420387365, 4.447226500761586 51.93457520387364, 4.446847100761201 51.934483103873546, 4.446435600760777 51.934371203873496, 4.446103200760439 51.93427290387342, 4.445102900759418 51.93394400387322, 4.444824048979007 51.93383335455563)",sensor:meetvak_126,MeasurementSection,4.446802605114655,51.93443149315743
4746,0020vwf2411ra0,RWS01_MONIBAS_0020vwf2411ra0,524.0,H,4,14236,14237,14238,0.5249030473574859,"LINESTRING (5.794635318869144 50.96522196089853, 5.794926902083413 50.96509680321374, 5.795631302084115 50.964770403213485, 5.796892302085376 50.964155503213, 5.797472702085954 50.9638471032128, 5.797842402086319 50.96364790321264, 5.798624802087101 50.9632112032123, 5.799952802088422 50.962433903211746, 5.800370593252657 50.96220546357911)",sensor:meetvak_127,MeasurementSection,5.797532496368612,50.963770838360354
4745,3251hrr0244ra0,RWS01_MONIBAS_3251hrr0244ra0,956.0,H,4,14233,14234,14235,0.956506813008797,"LINESTRING (5.94394743686405 51.960708027019066, 5.9439534 51.9607107, 5.9449589 51.9611848, 5.9459285 51.9616769, 5.9468511 51.9621797, 5.9486073 51.9632311, 5.9489996 51.9634987, 5.9497648 51.964052, 5.9501664 51.9643864, 5.9503324 51.9645247, 5.9508236 51.9650125, 5.9513145 51.9655806, 5.9516414 51.966, 5.95178 51.9662074, 5.9518799 51.9663569, 5.952232 51.9670011, 5.9523716 51.9672844, 5.952391324009708 51.967324418743345)",sensor:meetvak_128,MeasurementSection,5.948574163065471,51.96355873605626
4744,0291hrl0110rb0,RWS01_MONIBAS_0291hrl0110rb0,701.0,H,4,14230,14231,14232,0.7010308886200772,"LINESTRING (4.516310278237272 51.85854063418175, 4.5162484 51.8595435, 4.516282 51.8600283, 4.5162602 51.8605137, 4.5162382 51.8609205, 4.5162316 51.8610383, 4.5162211 51.8611838, 4.5162091 51.8613702, 4.5162024 51.86161, 4.5162098 51.8617637, 4.5162248 51.8618789, 4.5162529 51.8620041, 4.5163213 51.8621878, 4.5163943 51.8623271, 4.5164566 51.8624169, 4.5166164 51.8626044, 4.5167425 51.8627327, 4.5168274 51.862805, 4.5172165 51.8630917, 4.5173382 51.8632058, 4.5174252 51.863291, 4.5174819 51.863354, 4.5175336 51.8634154, 4.5176116 51.8635254, 4.5176673 51.8636177, 4.517701 51.8636963, 4.517723 51.8637641, 4.5177566 51.8638914, 4.5177746 51.8640491, 4.5177656 51.8642165, 4.5177562 51.8642855, 4.5177433 51.864352, 4.517725 51.8644134, 4.5176992 51.8644841, 4.5176695 51.8645476, 4.517652316802402 51.86458118534076)",sensor:meetvak_129,MeasurementSection,4.516695090581721,51.86168880514018
4743,0101hrl0080ra0,RWS01_MONIBAS_0101hrl0080ra0,570.0,H,4,14227,14228,14229,0.5708443324821691,"LINESTRING (4.973030628941442 52.381315467277204, 4.9729079 52.3815692, 4.9723293 52.3828047, 4.9721646 52.3831105, 4.9715674 52.3841584, 4.9711993 52.3847357, 4.970637 52.3855453, 4.970178646205032 52.3861311165795)",sensor:meetvak_130,MeasurementSection,4.97170935741925,52.383786283743305
4742,0021hrr2225ra0,RWS01_MONIBAS_0021hrr2225ra0,387.0,H,4,14224,14225,14226,0.38706670025258083,"LINESTRING (5.87272490954381 51.11756928484098, 5.872248202167071 51.11732100331887, 5.87046040216523 51.11635410331826, 5.8691758021639 51.11561550331774, 5.868589334151341 51.115262031408136)",sensor:meetvak_131,MeasurementSection,5.870644864054327,51.116437504463356
4741,0071hrr0043ra0,RWS01_MONIBAS_0071hrr0043ra0,541.0,H,4,14221,14222,14223,0.5412604087013786,"LINESTRING (4.835531261027302 52.45473354983062, 4.8360217011775 52.45467190419014, 4.836464101177938 52.4546381041901, 4.83676580117824 52.45462170419012, 4.837054501178526 52.45461440419011, 4.83734900117882 52.45461150419008, 4.838056101179529 52.454651504190124, 4.838396601179871 52.45468550419011, 4.83875360118023 52.454730404190165, 4.83908670118056 52.45478630419019, 4.839596801181076 52.45489370419027, 4.83992480118141 52.45497630419029, 4.840366301181855 52.45511070419039, 4.840958001182455 52.455334904190515, 4.842393601183916 52.455947804190856, 4.84282165329865 52.456138105553066)",sensor:meetvak_132,MeasurementSection,4.839244718244358,52.45504608079896
4740,0731hrr0140ra0,RWS01_MONIBAS_0731hrr0140ra0,376.0,H,4,14218,14219,14220,0.3760822155735833,"LINESTRING (5.979186550851358 51.17285177395814, 5.979414402277449 51.17297480335483, 5.9801452022782 51.17332990335506, 5.980825402278898 51.173627503355235, 5.981428002279515 51.17386570335535, 5.98216600228027 51.17413240335555, 5.982658002280772 51.17429030335562, 5.983371102281502 51.174503203355776, 5.983757781221544 51.17460612194399)",sensor:meetvak_133,MeasurementSection,5.981437858827366,51.17381749448812
4739,0151hrl0445ra0,RWS01_MONIBAS_0151hrl0445ra0,600.0,H,4,14215,14216,14217,0.6009533197166148,"LINESTRING (4.292847068608981 51.867301194416676, 4.296027200606025 51.86741910382976, 4.300664300610697 51.867648503829955, 4.301546140851529 51.86770920775249)",sensor:meetvak_134,MeasurementSection,4.297197597231565,51.86748507168548
4738,0161hrr0189ra0,RWS01_MONIBAS_0161hrr0189ra0,385.0,H,4,14212,14213,14214,0.38587163678476727,"LINESTRING (4.534955374823827 51.92048209879004, 4.53489980084895 51.92037250386521, 4.534824200848864 51.920201903865106, 4.534748500848778 51.92001140386497, 4.53461400084862 51.91955030386471, 4.534504000848487 51.91911520386445, 4.53445160084842 51.91883320386424, 4.534420800848373 51.91856440386409, 4.534396000848334 51.91827430386391, 4.534389900848312 51.91797580386371, 4.534402100848308 51.917590303863484, 4.534428700848316 51.917269703863276, 4.534450000848327 51.91711270386316, 4.534460332458572 51.91704812177626)",sensor:meetvak_135,MeasurementSection,4.534536968176645,51.918790194290544
