id,naam,dgl_loc,meetricht,wegtype,meetgeg,ref_mvak,longitude,latitude,geometry_wkt,sensor_uri,sensor_type
3726,N297 - Dr. Nolenslaan,PLB02_276380_LP,153,O,3,,5.854119807,51.025905123,POINT (5.854119807 51.025905123),sensor:telpunt_15810,CountingPoint
3725,Komgrens Koningsbosch - N274 Prinsenbaan,PLB02_572170_RP,140,O,3,,5.953826386,51.054960311,POINT (5.953826386 51.054960311),sensor:telpunt_15811,CountingPoint
3724,N273 - N275,PLB02_277450_LP,315,O,3,,6.056780684,51.306170891,POINT (6.056780684 51.306170891),sensor:telpunt_15812,CountingPoint
3723,Thornerstraat - Torenweg,PLB02_273140_RP,66,O,3,,5.832223063,51.173046016,POINT (5.832223063 51.173046016),sensor:telpunt_15813,CountingPoint
3722,Hoverhofweg - N275,PLB02_273760_RP,29,O,3,,6.121678305,51.360266486,POINT (6.121678305 51.360266486),sensor:telpunt_15814,CountingPoint
3721,Leeuwerweg richting A76,PLB02_300003_LP,298,O,3,,5.889244756,50.925618609,POINT (5.889244756 50.925618609),sensor:telpunt_15815,CountingPoint
3720,Nobelstraat - A73,PLB02_270330_LP,257,O,3,,6.007643966,51.522026758,POINT (6.007643966 51.522026758),sensor:telpunt_15816,CountingPoint
3719,rotonde Nutherweg richting verkeersplein A76,PLB02_300000_RP,90,O,3,,5.879880633,50.9302958,POINT (5.879880633 50.9302958),sensor:telpunt_15817,CountingPoint
3718,Belgische grens - Havenweg,PLB02_564170_LP,71,O,3,,5.597582428,51.221707356,POINT (5.597582428 51.221707356),sensor:telpunt_15818,CountingPoint
3717,BPL N274 richting Rimburgerweg,PLB02_300012_RP,125,O,3,,5.989670711,50.95512304,POINT (5.989670711 50.95512304),sensor:telpunt_15819,CountingPoint
3716,Gielenhofweg - Heldenseweg,PLB02_562146_RP,202,O,3,,5.970066281,51.305480876,POINT (5.970066281 51.305480876),sensor:telpunt_15820,CountingPoint
3715,Lingsforterweg - Maasstraat,PLB02_271260_RP,332,O,3,,6.19074291,51.482287687,POINT (6.19074291 51.482287687),sensor:telpunt_15821,CountingPoint
3714,Banenheideweg - N278,PLB02_281150_LP,237,O,3,,5.967881347,50.808684844,POINT (5.967881347 50.808684844),sensor:telpunt_15822,CountingPoint
3713,Vlodropperweg - Roermondseweg,PLB02_293250_LP,288,O,3,,6.035776971,51.127036449,POINT (6.035776971 51.127036449),sensor:telpunt_15823,CountingPoint
3712,Monseigneur Jenneskensstraat - Bergweg,PLB02_554150_RP,319,O,3,,6.081124707,51.517370234,POINT (6.081124707 51.517370234),sensor:telpunt_15824,CountingPoint
3711,Molenweg - Slenakerweg,PLB02_278220_LP,255,O,3,,5.883818425,50.812666792,POINT (5.883818425 50.812666792),sensor:telpunt_15825,CountingPoint
3710,Bosstraat - Wilhelminalaan,PLB02_276620_RP,25,O,3,,5.886168751,51.100324954,POINT (5.886168751 51.100324954),sensor:telpunt_15826,CountingPoint
3709,Elsterendijk richting t Zand,PLB02_271350_LP,135,O,3,,6.089496122,51.561836134,POINT (6.089496122 51.561836134),sensor:telpunt_15827,CountingPoint
3708,Groesbeekseweg - Lindelaan,PLB02_271770_RP,303,O,3,,5.877146977,51.754825743,POINT (5.877146977 51.754825743),sensor:telpunt_15828,CountingPoint
3707,Oranjeplein van Prinsenlaan naar Scharnerweg,PLB02_MSTR_060_LP,312,O,3,,5.712120492,50.847391951,POINT (5.712120492 50.847391951),sensor:telpunt_15829,CountingPoint
3706,Bemelerweg van Molenweg naar Schepenbank,PLB02_MSTR068_RP,85,O,3,,5.740677551,50.846418915,POINT (5.740677551 50.846418915),sensor:telpunt_15830,CountingPoint
3705,N294 - Westelijke Randweg Geleen,PLB02_276275_LP,155,O,3,,5.838872593,50.989537236,POINT (5.838872593 50.989537236),sensor:telpunt_15831,CountingPoint
3704,Vasco da Gammaweg - Grubbenvorsterweg,PLB02_556250_RP,285,O,3,,6.071464683,51.400923248,POINT (6.071464683 51.400923248),sensor:telpunt_15832,CountingPoint
3703,Westelijke Randweg Geleen - N294,PLB02_276275_RP,335,O,3,,5.838883158,50.989513843,POINT (5.838883158 50.989513843),sensor:telpunt_15833,CountingPoint
3702,Aansluiting Horn - N273,PLB02_280330_LP,268,O,3,,5.93394301,51.204037453,POINT (5.93394301 51.204037453),sensor:telpunt_15834,CountingPoint
3701,N273 - Aansluiting Horn,PLB02_280330_RP,89,O,3,,5.933909754,51.203922161,POINT (5.933909754 51.203922161),sensor:telpunt_15835,CountingPoint
