id,externalId,validatedOn,rvvCode,status,textSigns,side,roadName,roadType,roadNumber,roadSectionId,nwbVersion,countyName,countyCode,townName,imageUrl,firstSeenOn,lastSeenOn,expectedRemovedOn,placedOn,removedOn,longitude,latitude,geometry_wkt
00655fed-3038-431e-873e-caf8a7592706,,,A3,PLACED,[ ],R,Rijksweg A9,1.0,9.0,600120234.0,2024-03-01,Haarlemmermeer,GM0394,Zwanenburg,https://wegkenmerken.ndw.nu/api/images/aade5321-fef6-4223-be66-e2ff6f2427db,2016-05-11,2022-04-23,,,,4.7260433490373,52.364594484494,POINT (4.726043 52.364594)
0065b95c-4fb2-4960-b15d-41d4351dcd58,,,A3,PLACED,[ ],R,Rijksweg A20,1.0,20.0,174275038.0,2024-03-01,Schiedam,GM0606,Schiedam,https://wegkenmerken.ndw.nu/api/images/dbe91491-899a-4469-8654-39130514bbdc,2016-04-21,2022-02-28,,,,4.4127901719674,51.922657191683,POINT (4.41279 51.922657)
006a0f10-72d3-4a35-ab1b-3eba08516083,,,A3,PLACED,[ ],L,Rykswg,1.0,4.0,204337045.0,2024-03-01,Kaag en Braassem,GM1884,Kaag,https://wegkenmerken.ndw.nu/api/images/26bb80c7-d505-43da-9e2a-e7cb52b3491f,2016-05-10,2022-05-31,,,,4.6205898875184,52.206140539514,POINT (4.62059 52.206141)
006b2dd2-3f2e-409a-b5cd-a75704c1e8f5,,,A3,PLACED,[ ],R,Autosnelweg A2,1.0,2.0,600145345.0,2024-03-01,Echt-Susteren,GM1711,Echt,https://wegkenmerken.ndw.nu/api/images/57fbe97d-a7d2-4d41-b699-367bdf765fe4,2016-04-21,2022-03-09,,,,5.8646580974918,51.112690410644,POINT (5.864658 51.11269)
006b684d-36a1-4673-96e4-0ee12b87bfb5,,,A3,PLACED,[ ],Z,Kadoelerweg,2.0,352.0,600988150.0,2024-03-01,Noordoostpolder,GM0171,Kraggenburg,https://wegkenmerken.ndw.nu/api/images/8bffed39-b6ad-46f1-8a14-3249c45a092f,2021-03-12,2022-03-07,,,,5.9301223258717,52.6687970077,POINT (5.930122 52.668797)
00701dd6-18db-4427-b2c5-9731ccbe0b91,,,A3,PLACED,[ ],R,Rijksweg A67/E34,1.0,67.0,600476908.0,2024-03-01,Veldhoven,GM0861,Veldhoven,https://wegkenmerken.ndw.nu/api/images/f3eed46f-5822-4cab-9a4a-21aaaa03409c,2017-04-07,2022-04-19,,,,5.4127605863578,51.401196930286,POINT (5.412761 51.401197)
0076bcac-1cb2-4075-abb5-79f430c4ea75,,,A3,PLACED,[ ],L,Rijksweg A1,1.0,1.0,600405482.0,2024-03-01,Gooise Meren,GM1942,Muiderberg,https://wegkenmerken.ndw.nu/api/images/f5d935bb-6874-4868-a546-746fc114f85a,2019-04-02,2022-04-20,,,,5.0910054014118,52.319189005762,POINT (5.091005 52.319189)
0077d05c-ab9b-4300-b459-62b677f15d8a,,,A3,PLACED,[ ],R,Rykswg,1.0,4.0,600115176.0,2024-03-01,Kaag en Braassem,GM1884,Kaag,https://wegkenmerken.ndw.nu/api/images/dc1ede5c-6a95-46dd-9a2f-402402a0c923,2016-05-11,2022-05-14,,,,4.6233348654247,52.209816487949,POINT (4.623335 52.209816)
007ce8d5-8400-43cf-bcd7-654521462ee4,,,A3,PLACED,[ ],R,Rijksweg A2,1.0,2.0,285263006.0,2024-03-01,West Betuwe,GM1960,Enspijk,https://wegkenmerken.ndw.nu/api/images/30a61584-bcdd-4d90-8853-0200d7221518,2016-05-04,2022-05-10,,,,5.217664164285,51.869375735046,POINT (5.217664 51.869376)
007ee274-8e7f-4660-b200-a94cc8b709e3,,,A3,PLACED,[ ],L,A73,1.0,73.0,600147422.0,2024-03-01,Roerdalen,GM1669,Sint Odiliënberg,https://wegkenmerken.ndw.nu/api/images/3e5c9868-759c-4ebf-9e05-4275e6a7d3bd,2016-04-28,2022-02-17,,,,5.9838126197161,51.174762431683,POINT (5.983813 51.174762)
