id,externalId,validatedOn,rvvCode,status,textSigns,side,roadName,roadType,roadNumber,roadSectionId,nwbVersion,countyName,countyCode,townName,imageUrl,firstSeenOn,lastSeenOn,placedOn,removedOn,longitude,latitude,geometry_wkt
c03877a0-c03e-41e2-afe1-cb71e1f35dcf,,,J8,PLACED,[ ],O,Weg en Bos,,,601015784.0,2024-03-01,Lansingerland,GM1621,Bergschenhoek,https://wegkenmerken.ndw.nu/api/images/935be27d-5695-466f-9062-0fcde1c69093,2016-08-29,2022-09-21,,,4.5016437466824,51.977481637058,POINT (4.501644 51.977482)
c040cb53-e7c6-452e-83ce-386966b515a8,,,J8,PLACED,[ ],Z,Emmerweg,,,495449035.0,2024-03-01,Coevorden,GM0109,Dalen,https://wegkenmerken.ndw.nu/api/images/9a63cef6-95d1-42f0-9ad0-7b0afc6618e5,2016-06-16,2022-05-20,,,6.7634859778687,52.704046005292,POINT (6.763486 52.704046)
c04339d7-5857-4b5c-a329-07229cf63108,,,J8,PLACED,[ ],W,de Schietbaan,,,189184001.0,2024-03-01,Rucphen,GM0840,Rucphen,https://wegkenmerken.ndw.nu/api/images/19c49340-c1c2-43ca-b618-62299359543a,2016-05-09,2022-07-19,,,4.5188577994289,51.518151736069,POINT (4.518858 51.518152)
c04ab0e9-e976-423c-bfd8-a85ce8eea534,,,J8,PLACED,[ ],Z,Heukelenseweg,,,601105627.0,2024-03-01,Deventer,GM0150,Deventer,https://wegkenmerken.ndw.nu/api/images/5f397ecb-793b-40fc-94ab-4396ff57586d,2016-08-09,2022-06-18,,,6.1916175247827,52.250280207077,POINT (6.191618 52.25028)
c05937aa-de47-4988-85ee-5e910f125a9b,,,J8,PLACED,[ ],W,Weissenbruchstraat,,,163312005.0,2024-03-01,'s-Gravenhage,GM0518,'s-Gravenhage,https://wegkenmerken.ndw.nu/api/images/e37a0c94-8465-4a2e-a0e7-cd1a096883e3,2016-09-15,2022-10-27,,,4.322040765234,52.090789142807,POINT (4.322041 52.090789)
c05bfc9e-f360-4dd4-92ce-fe458b42b7dd,,,J8,PLACED,[ ],O,Keunenhoek,,,337132004.0,2024-03-01,Cranendonck,GM1706,Budel,https://wegkenmerken.ndw.nu/api/images/d9880550-488d-4e0c-a25c-c147ecce7210,2018-06-04,2022-03-29,,,5.5847059285104,51.285254709713,POINT (5.584706 51.285255)
c05d2101-f790-499b-a9e3-e9a201abac94,,,J8,PLACED,[ ],O,Oude Zutphenseweg,,,438316004.0,2024-03-01,Bronckhorst,GM1876,Vorden,https://wegkenmerken.ndw.nu/api/images/42a8397a-42db-4e69-8e15-b2f1149a3929,2016-10-25,2022-05-09,,,6.3285556574445,52.109667232901,POINT (6.328556 52.109667)
c05ecdaf-c0b1-43b3-8fe1-595f081fb91c,,,J8,PLACED,[ ],W,Vlierdijk,,,472376003.0,2024-03-01,Wierden,GM0189,Wierden,https://wegkenmerken.ndw.nu/api/images/fb6cc57e-29ac-4455-a0d6-1a0f3f210199,2016-02-26,2022-02-01,,,6.5796965243919,52.375216219187,POINT (6.579697 52.375216)
c06819ec-64db-4a96-9834-c86b8d6e5c0c,,,J8,PLACED,[ ],W,Barteweg,,,600724529.0,2024-03-01,Halderberge,GM1655,Oud Gastel,https://wegkenmerken.ndw.nu/api/images/79afbdcb-d918-4cc0-be7e-4e8d8b86bae3,2016-04-27,2022-06-29,,,4.4431146301813,51.573056748966,POINT (4.443115 51.573057)
c06b6615-198f-4a30-91ee-5d58b78a3cf3,,,J8,PLACED,[ ],O,Markweg,,,601254411.0,2024-10-01,Alphen-Chaam,GM1723,Strijbeek,https://wegkenmerken.ndw.nu/api/images/9495bf02-d878-48ba-b760-ccbc6a8c48c5,2017-01-20,2022-01-19,,,4.7924052057003,51.505660141076,POINT (4.792405 51.50566)
c0783661-ff08-4b14-9d65-0c5d491217ba,,,J8,PLACED,[ ],O,Bovendwarsweg,,,601050746.0,2024-03-01,Elburg,GM0230,'t Harde,https://wegkenmerken.ndw.nu/api/images/8983cc4a-e673-4f3d-bd87-072a2f678f4b,2016-06-23,2024-02-19,,,5.8882562285088,52.416993236645,POINT (5.888256 52.416993)
c080bdb2-873c-4831-8c46-c964e415f0a2,,,J8,PLACED,[ ],Z,Oude Bovendijk,,,179286005.0,2024-03-01,Rotterdam,GM0599,Rotterdam,https://wegkenmerken.ndw.nu/api/images/9340aaed-7a8c-4c04-8fe1-c8f37c1f538b,2018-03-30,2022-03-22,,,4.4358129224988,51.970634545466,POINT (4.435813 51.970635)
c0835612-5b10-4d1c-aef4-044fdc1239d1,,2025-03-07,J8,PLACED,[ ],NW,Goormatenweg,,,532347006.0,2025-03-01,Losser,GM0168,Overdinkel,,2016-07-11,2025-03-07,,,7.0169888218541,52.23901128716,POINT (7.016989 52.239011)
