site_id,timestamp,measurement_index,flow_rate,num_values_used,std_deviation,flow_category
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,2,1080.0,,,Heavy
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,,1080.0,,,Heavy
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,5,240.0,,,Light
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,6,1320.0,,,Heavy
PZH01_MST_0065_00,2025-10-23 14:10:00+00:00,,1320.0,,,Heavy
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,3,240.0,,,Light
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,6,840.0,,,Moderate
PZH01_MST_0029-00,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,2,660.0,,,Moderate
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,6,780.0,,,Moderate
PZH01_MST_0088_00,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0661_00,2025-10-23 14:10:00+00:00,2,120.0,,,Light
PZH01_MST_0661_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0661_00,2025-10-23 14:10:00+00:00,6,120.0,,,Light
PZH01_MST_0661_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,2,420.0,,,Light
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,3,180.0,,,Light
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,,180.0,,,Light
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,6,600.0,,,Moderate
PZH01_MST_0122_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0088_01,2025-10-23 14:10:00+00:00,2,900.0,,,Moderate
PZH01_MST_0088_01,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0088_01,2025-10-23 14:10:00+00:00,6,900.0,,,Moderate
PZH01_MST_0088_01,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,1,840.0,,,Moderate
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,2,180.0,,,Light
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,,180.0,,,Light
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,4,1080.0,,,Heavy
PZH01_MST_0635_01_01,2025-10-23 14:10:00+00:00,,1080.0,,,Heavy
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,2,480.0,,,Light
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,,480.0,,,Light
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,4,60.0,,,Light
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,6,540.0,,,Moderate
PZH01_MST_0661_01,2025-10-23 14:10:00+00:00,,540.0,,,Moderate
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,3,180.0,,,Light
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,,180.0,,,Light
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,6,840.0,,,Moderate
PZH01_MST_0122_01,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,1,780.0,,,Moderate
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,2,120.0,,,Light
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,4,900.0,,,Moderate
PZH01_MST_0635_01_00,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,1,600.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,4,600.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,9,780.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,10,60.0,,,Light
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,12,840.0,,,Moderate
PZH01_MST_0982_00,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0684_00,2025-10-23 14:10:00+00:00,2,480.0,,,Light
PZH01_MST_0684_00,2025-10-23 14:10:00+00:00,,480.0,,,Light
PZH01_MST_0684_00,2025-10-23 14:10:00+00:00,6,480.0,,,Light
PZH01_MST_0684_00,2025-10-23 14:10:00+00:00,,480.0,,,Light
PZH01_MST_0684_01,2025-10-23 14:10:00+00:00,2,300.0,,,Light
PZH01_MST_0684_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0684_01,2025-10-23 14:10:00+00:00,6,300.0,,,Light
PZH01_MST_0684_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,2,780.0,,,Moderate
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,3,120.0,,,Light
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,6,900.0,,,Moderate
PZH01_MST_0935_01,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,2,1320.0,,,Heavy
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,,1320.0,,,Heavy
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,5,120.0,,,Light
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,6,1500.0,,,Very Heavy
PZH01_MST_0065_01,2025-10-23 14:10:00+00:00,,1500.0,,,Very Heavy
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,2,420.0,,,Light
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,3,120.0,,,Light
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,6,540.0,,,Moderate
PZH01_MST_0935_00,2025-10-23 14:10:00+00:00,,540.0,,,Moderate
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,2,720.0,,,Moderate
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,4,60.0,,,Light
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,6,840.0,,,Moderate
PZH01_MST_0958_00,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,5,120.0,,,Light
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,6,720.0,,,Moderate
PZH01_MST_0958_01,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,2,1020.0,,,Heavy
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,,1020.0,,,Heavy
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,6,1080.0,,,Heavy
PZH01_MST_0018_01,2025-10-23 14:10:00+00:00,,1080.0,,,Heavy
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,2,840.0,,,Moderate
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,6,900.0,,,Moderate
PZH01_MST_0832_01,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,2,660.0,,,Moderate
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,6,720.0,,,Moderate
PZH01_MST_0614_01,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0614_00,2025-10-23 14:10:00+00:00,2,420.0,,,Light
PZH01_MST_0614_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0614_00,2025-10-23 14:10:00+00:00,6,420.0,,,Light
PZH01_MST_0614_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,2,660.0,,,Moderate
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,6,660.0,,,Moderate
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,14,1020.0,,,Heavy
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,1020.0,,,Heavy
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,15,60.0,,,Light
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,17,60.0,,,Light
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,18,1140.0,,,Heavy
PZH01_MST_0878_00,2025-10-23 14:10:00+00:00,,1140.0,,,Heavy
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,6,660.0,,,Moderate
PZH01_MST_0076_01,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0890_01,2025-10-23 14:10:00+00:00,2,300.0,,,Light
PZH01_MST_0890_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0890_01,2025-10-23 14:10:00+00:00,6,300.0,,,Light
PZH01_MST_0890_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0832_00,2025-10-23 14:10:00+00:00,2,240.0,,,Light
PZH01_MST_0832_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0832_00,2025-10-23 14:10:00+00:00,6,240.0,,,Light
PZH01_MST_0832_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,1,60.0,,,Light
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,6,660.0,,,Moderate
PZH01_MST_0018_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,2,1440.0,,,Heavy
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,,1440.0,,,Heavy
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,6,1560.0,,,Very Heavy
PZH01_MST_0867_00,2025-10-23 14:10:00+00:00,,1560.0,,,Very Heavy
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,2,960.0,,,Moderate
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,,960.0,,,Moderate
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,6,1020.0,,,Heavy
PZH01_MST_0603_00,2025-10-23 14:10:00+00:00,,1020.0,,,Heavy
PZH01_MST_0031_00,2025-10-23 14:10:00+00:00,2,120.0,,,Light
PZH01_MST_0031_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0031_00,2025-10-23 14:10:00+00:00,6,120.0,,,Light
PZH01_MST_0031_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0924_00,2025-10-23 14:10:00+00:00,2,360.0,,,Light
PZH01_MST_0924_00,2025-10-23 14:10:00+00:00,,360.0,,,Light
PZH01_MST_0924_00,2025-10-23 14:10:00+00:00,6,360.0,,,Light
PZH01_MST_0924_00,2025-10-23 14:10:00+00:00,,360.0,,,Light
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,6,720.0,,,Moderate
PZH01_MST_0603_01,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,2,900.0,,,Moderate
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,6,960.0,,,Moderate
PZH01_MST_0867_01,2025-10-23 14:10:00+00:00,,960.0,,,Moderate
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,3,120.0,,,Light
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,6,720.0,,,Moderate
PZH01_MST_0649_00,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0890_00,2025-10-23 14:10:00+00:00,2,60.0,,,Light
PZH01_MST_0890_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0890_00,2025-10-23 14:10:00+00:00,6,60.0,,,Light
PZH01_MST_0890_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,2,720.0,,,Moderate
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,6,780.0,,,Moderate
PZH01_MST_0076_00,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0924_01,2025-10-23 14:10:00+00:00,2,240.0,,,Light
PZH01_MST_0924_01,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0924_01,2025-10-23 14:10:00+00:00,6,240.0,,,Light
PZH01_MST_0924_01,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0649_01,2025-10-23 14:10:00+00:00,2,300.0,,,Light
PZH01_MST_0649_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0649_01,2025-10-23 14:10:00+00:00,6,300.0,,,Light
PZH01_MST_0649_01,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0672_01,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0672_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0672_01,2025-10-23 14:10:00+00:00,6,600.0,,,Moderate
PZH01_MST_0672_01,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0672_00,2025-10-23 14:10:00+00:00,2,240.0,,,Light
PZH01_MST_0672_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0672_00,2025-10-23 14:10:00+00:00,6,240.0,,,Light
PZH01_MST_0672_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,2,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,6,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,14,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,18,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,26,300.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,27,60.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,29,60.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,30,420.0,,,Light
PZH01_MST_0879_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,2,420.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,6,420.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,14,540.0,,,Moderate
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,,540.0,,,Moderate
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,15,60.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,18,600.0,,,Moderate
PZH01_MST_0856_02,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,2,240.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,6,240.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,14,720.0,,,Moderate
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,15,120.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,18,840.0,,,Moderate
PZH01_MST_0638_00,2025-10-23 14:10:00+00:00,,840.0,,,Moderate
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,2,300.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,6,300.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,14,360.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,,360.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,15,60.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,18,420.0,,,Light
PZH01_MST_0913_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,2,660.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,3,120.0,,,Light
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,6,780.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,780.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,14,660.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,660.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,17,60.0,,,Light
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,18,720.0,,,Moderate
PZH01_MST_0856_00,2025-10-23 14:10:00+00:00,,720.0,,,Moderate
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,2,240.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,3,60.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,6,300.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,300.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,14,120.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,17,120.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,18,240.0,,,Light
PZH01_MST_0638_02,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0913_02,2025-10-23 14:10:00+00:00,14,120.0,,,Light
PZH01_MST_0913_02,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0913_02,2025-10-23 14:10:00+00:00,18,120.0,,,Light
PZH01_MST_0913_02,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,2,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,6,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,14,240.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,15,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,120.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,17,60.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,18,420.0,,,Light
PZH01_MST_0969_00,2025-10-23 14:10:00+00:00,,420.0,,,Light
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,2,960.0,,,Moderate
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,,960.0,,,Moderate
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,3,240.0,,,Light
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,6,1200.0,,,Heavy
PZH01_MST_0109_01,2025-10-23 14:10:00+00:00,,1200.0,,,Heavy
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,2,600.0,,,Moderate
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,,600.0,,,Moderate
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,3,240.0,,,Light
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,,240.0,,,Light
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,5,60.0,,,Light
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,,60.0,,,Light
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,6,900.0,,,Moderate
PZH01_MST_0109_00,2025-10-23 14:10:00+00:00,,900.0,,,Moderate
